id_orig,id_dest,date,pigs moved,type_orig,type_dest
19,17,12/26/15,148,sow farm,finisher
19,17,12/26/15,159,sow farm,finisher
19,17,12/28/15,121,sow farm,finisher
19,17,12/28/15,73,sow farm,finisher
19,17,12/28/15,154,sow farm,finisher
19,17,12/28/15,57,sow farm,finisher
19,17,12/28/15,56,sow farm,finisher
19,17,12/28/15,147,sow farm,finisher
19,17,12/28/15,169,sow farm,finisher
19,17,12/28/15,36,sow farm,finisher
19,17,12/29/15,111,sow farm,finisher
19,17,12/29/15,129,sow farm,finisher
19,17,12/29/15,139,sow farm,finisher
19,17,12/29/15,126,sow farm,finisher
19,17,12/29/15,120,sow farm,finisher
19,17,12/29/15,4,sow farm,finisher
19,17,12/29/15,10,sow farm,finisher
19,17,12/30/15,8,sow farm,finisher
19,17,12/30/15,17,sow farm,finisher
19,17,12/30/15,101,sow farm,finisher
19,17,12/30/15,66,sow farm,finisher
19,17,12/30/15,41,sow farm,finisher
19,17,12/30/15,18,sow farm,finisher
19,17,12/30/15,119,sow farm,finisher
19,17,12/30/15,56,sow farm,finisher
19,17,12/30/15,176,sow farm,finisher
19,17,12/30/15,176,sow farm,finisher
19,17,12/31/15,21,sow farm,finisher
19,17,12/31/15,75,sow farm,finisher
19,17,12/31/15,184,sow farm,finisher
19,17,12/31/15,196,sow farm,finisher
19,17,12/31/15,30,sow farm,finisher
19,17,12/31/15,7,sow farm,finisher
19,17,12/31/15,20,sow farm,finisher
19,17,12/31/15,47,sow farm,finisher
19,17,12/31/15,73,sow farm,finisher
19,17,12/31/15,37,sow farm,finisher
19,17,12/31/15,135,sow farm,finisher
20,18,2/5/16,195,finisher,finisher
20,18,2/5/16,153,finisher,finisher
20,18,2/5/16,40,finisher,finisher
20,18,2/6/16,180,finisher,finisher
20,18,2/8/16,28,finisher,finisher
20,18,2/13/16,116,finisher,finisher
20,18,2/14/16,200,finisher,finisher
20,18,2/20/16,117,finisher,finisher
20,18,3/2/16,196,finisher,finisher
20,18,3/12/16,86,finisher,finisher
20,18,5/1/16,72,finisher,finisher
20,18,5/2/16,169,finisher,finisher
20,15,5/2/16,44,finisher,finisher
20,15,5/2/16,182,finisher,finisher
20,15,5/2/16,66,finisher,finisher
20,18,5/2/16,185,finisher,finisher
20,18,5/2/16,74,finisher,finisher
20,18,5/3/16,111,finisher,finisher
20,18,5/3/16,166,finisher,finisher
20,18,5/3/16,4,finisher,finisher
20,18,5/4/16,187,finisher,finisher
20,18,5/4/16,130,finisher,finisher
20,18,5/4/16,113,finisher,finisher
20,18,5/4/16,159,finisher,finisher
20,5,5/6/16,158,finisher,GDU
20,5,5/6/16,128,finisher,GDU
20,5,5/6/16,108,finisher,GDU
16,7,9/12/15,175,finisher,GDU
17,7,8/14/15,89,finisher,GDU
17,7,8/14/15,3,finisher,GDU
17,7,8/14/15,62,finisher,GDU
17,7,8/14/15,90,finisher,GDU
17,7,8/22/15,194,finisher,GDU
17,8,9/16/15,81,finisher,sow farm
17,8,9/17/15,175,finisher,sow farm
17,8,9/17/15,103,finisher,sow farm
17,8,9/17/15,69,finisher,sow farm
17,8,9/17/15,84,finisher,sow farm
17,8,9/17/15,192,finisher,sow farm
17,8,9/18/15,86,finisher,sow farm
17,14,11/7/15,143,finisher,nursery
17,14,11/7/15,21,finisher,nursery
17,14,11/7/15,88,finisher,nursery
17,14,11/7/15,81,finisher,nursery
17,14,11/7/15,199,finisher,nursery
17,14,11/10/15,15,finisher,nursery
17,14,11/10/15,69,finisher,nursery
17,14,11/17/15,36,finisher,nursery
17,14,11/17/15,5,finisher,nursery
17,14,11/17/15,14,finisher,nursery
17,4,12/1/15,14,finisher,sow farm
17,4,12/1/15,167,finisher,sow farm
17,4,12/1/15,137,finisher,sow farm
17,4,12/1/15,183,finisher,sow farm
17,4,12/2/15,48,finisher,sow farm
17,14,12/24/15,29,finisher,nursery
8,7,8/19/15,30,sow farm,GDU
8,7,9/14/15,48,sow farm,GDU
8,7,9/15/15,42,sow farm,GDU
8,7,9/15/15,167,sow farm,GDU
8,7,9/20/15,84,sow farm,GDU
8,7,9/20/15,91,sow farm,GDU
8,7,9/20/15,68,sow farm,GDU
8,7,9/21/15,141,sow farm,GDU
8,7,9/21/15,79,sow farm,GDU
8,7,9/21/15,32,sow farm,GDU
8,7,9/21/15,191,sow farm,GDU
8,7,9/21/15,39,sow farm,GDU
8,7,9/21/15,180,sow farm,GDU
8,7,9/21/15,94,sow farm,GDU
8,7,9/21/15,149,sow farm,GDU
8,7,9/21/15,86,sow farm,GDU
8,7,9/21/15,186,sow farm,GDU
8,7,9/22/15,54,sow farm,GDU
8,7,9/22/15,131,sow farm,GDU
8,7,9/22/15,164,sow farm,GDU
8,7,9/22/15,31,sow farm,GDU
8,7,9/22/15,77,sow farm,GDU
8,7,9/23/15,29,sow farm,GDU
8,7,9/23/15,200,sow farm,GDU
8,7,9/23/15,1,sow farm,GDU
8,7,9/23/15,67,sow farm,GDU
8,7,9/23/15,147,sow farm,GDU
8,7,9/23/15,117,sow farm,GDU
8,7,9/23/15,142,sow farm,GDU
8,7,9/23/15,99,sow farm,GDU
8,7,9/23/15,32,sow farm,GDU
8,7,9/23/15,170,sow farm,GDU
8,7,9/23/15,4,sow farm,GDU
8,7,9/23/15,140,sow farm,GDU
8,7,9/24/15,55,sow farm,GDU
8,7,9/24/15,26,sow farm,GDU
8,7,9/24/15,73,sow farm,GDU
8,7,9/24/15,9,sow farm,GDU
8,7,9/24/15,54,sow farm,GDU
8,7,9/24/15,148,sow farm,GDU
8,7,9/24/15,155,sow farm,GDU
8,15,3/5/16,188,sow farm,finisher
8,15,3/6/16,154,sow farm,finisher
8,15,3/6/16,73,sow farm,finisher
8,15,3/6/16,37,sow farm,finisher
8,15,3/6/16,158,sow farm,finisher
8,15,3/13/16,191,sow farm,finisher
8,15,3/13/16,15,sow farm,finisher
8,15,3/18/16,34,sow farm,finisher
8,15,3/21/16,86,sow farm,finisher
8,15,3/21/16,133,sow farm,finisher
8,15,3/23/16,112,sow farm,finisher
8,15,3/23/16,44,sow farm,finisher
8,15,3/23/16,151,sow farm,finisher
8,15,3/23/16,136,sow farm,finisher
1,4,8/10/15,58,sow farm,sow farm
1,4,9/11/15,147,sow farm,sow farm
1,4,9/15/15,190,sow farm,sow farm
1,4,9/21/15,151,sow farm,sow farm
1,4,9/21/15,103,sow farm,sow farm
1,4,9/21/15,179,sow farm,sow farm
1,4,9/21/15,170,sow farm,sow farm
1,4,9/21/15,4,sow farm,sow farm
1,12,9/27/15,10,sow farm,nursery
1,4,11/1/15,123,sow farm,sow farm
1,14,11/4/15,132,sow farm,nursery
1,14,11/4/15,164,sow farm,nursery
1,4,11/7/15,47,sow farm,sow farm
1,4,11/7/15,19,sow farm,sow farm
1,4,11/23/15,165,sow farm,sow farm
1,4,12/10/15,143,sow farm,sow farm
1,4,12/10/15,168,sow farm,sow farm
1,4,12/12/15,97,sow farm,sow farm
1,4,12/12/15,73,sow farm,sow farm
1,14,2/7/16,171,sow farm,nursery
1,10,2/7/16,200,sow farm,nursery
1,4,2/7/16,170,sow farm,sow farm
1,4,2/26/16,24,sow farm,sow farm
1,4,2/26/16,114,sow farm,sow farm
1,14,3/19/16,161,sow farm,nursery
1,14,3/19/16,47,sow farm,nursery
3,13,9/11/15,121,nursery,nursery
3,6,9/14/15,46,nursery,GDU
3,6,9/14/15,46,nursery,GDU
3,6,9/14/15,153,nursery,GDU
3,6,9/14/15,64,nursery,GDU
3,6,9/17/15,69,nursery,GDU
3,6,9/22/15,17,nursery,GDU
3,6,9/22/15,104,nursery,GDU
3,6,9/22/15,38,nursery,GDU
3,6,9/22/15,142,nursery,GDU
3,13,11/10/15,24,nursery,nursery
3,18,11/16/15,133,nursery,finisher
3,18,11/16/15,130,nursery,finisher
5,6,11/4/15,88,GDU,GDU
5,6,11/4/15,180,GDU,GDU
5,6,11/7/15,122,GDU,GDU
5,6,11/7/15,25,GDU,GDU
5,6,11/11/15,143,GDU,GDU
5,6,11/11/15,79,GDU,GDU
5,6,11/11/15,40,GDU,GDU
5,6,11/11/15,85,GDU,GDU
5,6,11/11/15,91,GDU,GDU
5,6,11/12/15,91,GDU,GDU
5,6,11/12/15,99,GDU,GDU
5,6,11/12/15,159,GDU,GDU
5,6,11/12/15,83,GDU,GDU
5,6,11/16/15,42,GDU,GDU
5,6,11/16/15,196,GDU,GDU
5,6,11/16/15,56,GDU,GDU
5,6,11/17/15,185,GDU,GDU
5,6,11/17/15,127,GDU,GDU
5,6,11/17/15,70,GDU,GDU
5,6,11/17/15,116,GDU,GDU
5,6,11/17/15,55,GDU,GDU
5,6,11/17/15,104,GDU,GDU
5,6,11/17/15,147,GDU,GDU
5,6,11/18/15,151,GDU,GDU
5,6,11/18/15,160,GDU,GDU
5,6,11/18/15,92,GDU,GDU
5,6,11/18/15,32,GDU,GDU
5,6,2/6/16,95,GDU,GDU
5,6,2/6/16,96,GDU,GDU
5,6,2/6/16,148,GDU,GDU
5,6,2/6/16,104,GDU,GDU
5,6,2/6/16,3,GDU,GDU
4,7,9/17/15,107,sow farm,GDU
4,7,9/19/15,195,sow farm,GDU
4,7,9/20/15,107,sow farm,GDU
4,12,11/5/15,157,sow farm,nursery
4,12,11/5/15,40,sow farm,nursery
4,12,11/5/15,81,sow farm,nursery
4,14,2/2/16,60,sow farm,nursery
4,14,2/6/16,19,sow farm,nursery
4,10,2/7/16,98,sow farm,nursery
4,14,2/8/16,146,sow farm,nursery
4,10,2/14/16,117,sow farm,nursery
4,10,2/14/16,29,sow farm,nursery
4,10,3/5/16,154,sow farm,nursery
4,10,3/5/16,151,sow farm,nursery
14,12,11/4/15,34,nursery,nursery
14,12,11/6/15,66,nursery,nursery
14,12,12/22/15,97,nursery,nursery
14,10,2/15/16,199,nursery,nursery
14,12,2/18/16,134,nursery,nursery
14,12,2/18/16,157,nursery,nursery
14,12,2/20/16,87,nursery,nursery
14,12,2/20/16,57,nursery,nursery
14,12,2/21/16,62,nursery,nursery
9,7,8/6/15,91,nursery,GDU
9,7,9/2/15,172,nursery,GDU
9,12,9/26/15,69,nursery,nursery
9,12,9/26/15,77,nursery,nursery
9,12,9/26/15,6,nursery,nursery
10,12,2/6/16,158,nursery,nursery
12,7,9/15/15,191,nursery,GDU
12,7,9/28/15,46,nursery,GDU
